SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
BINDALAGRO,EQ,11.6,12.1,11.3,11.75,12,11.35,11934,139316.2,14-NOV-2020,108,INE143A01010,
BIOCON,EQ,436,438.35,432.2,434.35,435,433.45,420659,183284128.35,14-NOV-2020,9771,INE376G01013,
BIOFILCHEM,BE,141.1,141.1,140.5,141.1,141.1,134.4,99776,14078234.8,14-NOV-2020,1707,INE829A01014,
BIRLACABLE,EQ,51.8,51.8,49.25,49.6,49.3,49.4,19628,978036.1,14-NOV-2020,220,INE800A01015,
BIRLACORPN,EQ,765,767.8,755,764.25,765,750.35,83764,63837980.85,14-NOV-2020,2703,INE340A01012,
BIRLAMONEY,EQ,42.9,43.5,42.7,43.1,43.25,42.75,53800,2318979.15,14-NOV-2020,608,INE865C01022,
BIRLATYRE,EQ,20.3,20.3,19.35,19.85,19.9,19.6,58365,1154094.35,14-NOV-2020,656,INE0AEJ01013,
BLBLIMITED,EQ,5.25,5.25,4.8,4.8,4.8,5,3856,18694.1,14-NOV-2020,16,INE791A01024,
BLISSGVS,EQ,164.2,176.4,164,169.2,166,163.05,275644,46469621.95,14-NOV-2020,2446,INE416D01022,
BLKASHYAP,EQ,7.35,7.35,7.15,7.35,7.35,7,75492,553487.15,14-NOV-2020,133,INE350H01032,
BLS,EQ,83.85,83.85,79.5,80.25,80.2,79.9,19452,1578494.7,14-NOV-2020,178,INE153T01027,
BLUEDART,EQ,4135,4209,4101.15,4163.05,4165,4086,10794,44905644.15,14-NOV-2020,1949,INE233B01017,
BLUESTARCO,EQ,681,688.4,679,682.15,680.6,678.7,8802,6005694.4,14-NOV-2020,578,INE472A01039,
BODALCHEM,EQ,63.45,64.8,63,64.25,63.95,63,76009,4865227.7,14-NOV-2020,970,INE338D01028,
BOMDYEING,EQ,64.9,65.9,64.5,65.15,65,64.45,415526,27088957.9,14-NOV-2020,2329,INE032A01023,
BOROLTD,BE,154.4,154.4,149.5,152.8,153.9,149.05,22362,3407124.75,14-NOV-2020,266,INE02PY01013,
BORORENEW,EQ,103.05,103.75,101.05,101.85,101.3,102,100024,10235105.35,14-NOV-2020,1228,INE666D01022,
BOSCHLTD,EQ,11870,11880,11728.7,11849.6,11835,11738.3,4332,51323044.75,14-NOV-2020,1274,INE323A01026,
BPCL,EQ,397.55,414.95,395.25,412.85,414.45,394,8405519,3452953552.55,14-NOV-2020,94310,INE029A01011,
BPL,EQ,18.75,19.95,18.75,19.35,19.4,19.65,19374,374515.9,14-NOV-2020,170,INE110A01019,
BRFL,EQ,9.25,9.55,9.25,9.4,9.55,9.25,28258,265210.9,14-NOV-2020,81,INE589G01011,
BRIGADE,EQ,206.1,207.65,203.05,204,203.75,204.7,23876,4888104.15,14-NOV-2020,772,INE791I01019,
BRIGHT,SM,6.7,6.75,6.35,6.35,6.35,6.45,24000,160050,14-NOV-2020,6,INE684Z01010,
BRITANNIA,EQ,3535,3536.5,3515,3527.35,3527,3514.45,56492,199305131.8,14-NOV-2020,7180,INE216A01030,
BRITANNIA,N2,31.75,31.99,31.75,31.8,31.89,31.81,1498,47594.46,14-NOV-2020,32,INE216A07052,
BRNL,EQ,29.6,30.8,29.1,29.7,30.2,29.6,5363,160191.1,14-NOV-2020,106,INE727S01012,
BROOKS,EQ,57.5,62.4,57.5,62.25,62.4,59.45,20717,1281938.8,14-NOV-2020,240,INE650L01011,
BSE,EQ,510,546,505.3,523.65,523,507.1,455660,240197481.45,14-NOV-2020,14203,INE118H01025,
BSELINFRA,EQ,1,1,0.95,1,1,0.95,16061,15912.65,14-NOV-2020,28,INE395A01016,
BSHSL,EQ,93.5,93.5,93.45,93.45,93.45,94.3,3,280.4,14-NOV-2020,3,INE032Z01012,
BSL,BE,28.55,30.7,28.55,30.5,30.5,29.25,8102,247169.8,14-NOV-2020,57,INE594B01012,
BSLGOLDETF,EQ,5000,5000,4676,4697.1,4699.95,4673.5,277,1302017.45,14-NOV-2020,102,INF209K01HT2,
BSLNIFTY,EQ,142,147.99,136.8,140.91,139.89,139.44,125,17664.73,14-NOV-2020,22,INF209K01IR4,
BSOFT,EQ,182.4,183.1,180,181.9,181.6,181.35,126790,23088745.45,14-NOV-2020,2751,INE836A01035,
BURNPUR,EQ,1.6,1.65,1.55,1.6,1.6,1.6,19410,31354.15,14-NOV-2020,50,INE817H01014,
BUTTERFLY,EQ,413.4,415.05,402.25,413.9,415.05,395.3,44832,18498208.6,14-NOV-2020,623,INE295F01017,
BVCL,BE,13.6,13.6,13.6,13.6,13.6,13.3,1302,17707.2,14-NOV-2020,7,INE139I01011,
BYKE,EQ,14.6,14.85,14.4,14.65,14.5,14.45,15989,234394.05,14-NOV-2020,87,INE319B01014,
CADILAHC,EQ,428,430,427.35,429.25,429.4,425.6,453603,194562588.7,14-NOV-2020,7524,INE010B01027,
CALSOFT,EQ,9.15,9.15,9.15,9.15,9.15,8.75,2581,23616.15,14-NOV-2020,17,INE526B01014,
CAMLINFINE,EQ,101.3,102.5,100,101.15,101,99.9,98785,10036406.3,14-NOV-2020,1277,INE052I01032,
CAMS,EQ,1310,1313,1304.8,1310.9,1312.4,1300.9,18763,24573058.3,14-NOV-2020,2353,INE596I01012,
CANBK,EQ,92.05,93,91.8,92.05,92.05,91.5,739582,68231946.9,14-NOV-2020,4881,INE476A01014,
CANDC,BZ,2.85,2.9,2.7,2.8,2.9,2.8,2130,6063.5,14-NOV-2020,6,INE874H01015,
CANFINHOME,EQ,477.85,481,475,480.2,480,473.5,34450,16529867.05,14-NOV-2020,1141,INE477A01020,
CANTABIL,EQ,339.8,340,325.1,331.65,331.5,330.9,26825,8913760.75,14-NOV-2020,369,INE068L01016,
CAPACITE,EQ,144.5,149.8,144.5,147.75,148,144.95,23022,3390573.65,14-NOV-2020,571,INE264T01014,
CAPLIPOINT,EQ,488.05,490.7,482.1,485.25,484,485.5,47159,22931011.3,14-NOV-2020,2095,INE475E01026,
CAPTRUST,EQ,57.5,59.4,56.65,58.55,59.1,57.5,165,9513.15,14-NOV-2020,14,INE707C01018,
CARBORUNIV,EQ,297,300.95,295.5,296.75,296.6,294.15,21483,6395176.2,14-NOV-2020,888,INE120A01034,
CAREERP,EQ,171,173.4,167.85,169.75,170.05,171.1,7629,1296407.6,14-NOV-2020,269,INE521J01018,
CARERATING,EQ,447.2,452.2,444,447.15,444.5,438.5,178248,79949724.85,14-NOV-2020,3390,INE752H01013,
CASTEXTECH,BE,0.4,0.5,0.4,0.45,0.45,0.45,14700,6948.15,14-NOV-2020,16,INE068D01021,
CASTROLIND,EQ,116.2,116.8,115.65,115.95,116,115.05,329097,38195905,14-NOV-2020,4046,INE172A01027,
CCCL,BE,0.3,0.35,0.3,0.3,0.3,0.35,54557,16572.2,14-NOV-2020,15,INE429I01024,
CCHHL,EQ,3.6,3.8,3.2,3.4,3.4,3.5,95161,336105.35,14-NOV-2020,162,INE652F01027,
CCL,EQ,249,249.1,244.8,245.8,245.5,241.9,36468,8980249,14-NOV-2020,1218,INE421D01022,
CDSL,EQ,499.75,503.8,492.55,498.7,498,495.9,556134,277554501.85,14-NOV-2020,15931,INE736A01011,
CEATLTD,EQ,1119.7,1138.5,1115.3,1130.25,1129,1107.2,52436,59112803.45,14-NOV-2020,3000,INE482A01020,
CEBBCO,EQ,13.1,14.35,13.1,13.5,13.4,13.4,7212,97429.75,14-NOV-2020,68,INE209L01016,
CELEBRITY,EQ,5.55,5.8,5.4,5.65,5.7,5.3,31900,180813.2,14-NOV-2020,126,INE185H01016,
CENTENKA,EQ,179.3,179.3,174.5,176.35,176.3,174.15,5401,952913,14-NOV-2020,189,INE485A01015,
CENTEXT,EQ,3.65,3.65,3.55,3.6,3.55,3.55,21566,77587.15,14-NOV-2020,77,INE281A01026,
CENTRALBK,EQ,11.5,11.8,11.45,11.6,11.6,11.4,1034943,12011396.5,14-NOV-2020,1484,INE483A01010,
CENTRUM,EQ,16.2,16.7,16.15,16.55,16.6,16.4,51426,850213.55,14-NOV-2020,205,INE660C01027,
CENTUM,EQ,282.95,282.95,271.35,275.1,275,271.2,7306,1997785.25,14-NOV-2020,191,INE320B01020,
CENTURYPLY,EQ,187,198,187,195.3,196.95,185.45,395005,76603676.35,14-NOV-2020,3813,INE348B01021,
CENTURYTEX,EQ,315.2,316.5,311.2,312.25,312.9,313.85,211406,66202652.25,14-NOV-2020,2698,INE055A01016,
CERA,EQ,3000,3504.8,3000,3107.25,3060,2970.15,18925,58793237,14-NOV-2020,2176,INE739E01017,
CEREBRAINT,EQ,28,28.8,27.9,28.05,27.9,28,76556,2163703.8,14-NOV-2020,255,INE345B01019,
CESC,EQ,581.5,587.95,581.5,586.3,586.1,581.35,20024,11733026.75,14-NOV-2020,1118,INE486A01013,
CESCVENT,EQ,254.95,256.95,245.25,253.85,254.5,253.7,10756,2735079,14-NOV-2020,405,INE425Y01011,
CGCL,EQ,250,254,249.05,251.4,252,248.35,21014,5280695.75,14-NOV-2020,383,INE180C01026,
CGPOWER,EQ,37.65,38.35,37.2,38.25,37.85,36.55,5778425,220112402.8,14-NOV-2020,6835,INE067A01029,
CHALET,EQ,143,143.85,140,143.15,143.75,141.75,52500,7464519.25,14-NOV-2020,966,INE427F01016,
CHAMBLFERT,EQ,183,185.9,181.5,183.65,184.5,181.4,455003,83757887.7,14-NOV-2020,5521,INE085A01013,
CHEMBOND,EQ,164.2,164.2,156.05,157.45,157,159.2,9137,1438237.4,14-NOV-2020,263,INE995D01025,
CHEMCON,EQ,422.7,424.7,419,421.85,422.4,418.55,56608,23880930.2,14-NOV-2020,3417,INE03YM01018,
CHEMFAB,EQ,121.6,122.75,119.85,121.7,122.75,119.85,2185,265803.75,14-NOV-2020,62,INE783X01023,
CHENNPETRO,EQ,79.4,80.2,79.05,79.85,79.8,78.95,219093,17471808.7,14-NOV-2020,1644,INE178A01016,
CHOLAFIN,EQ,312.7,314.65,311.1,312.3,312,309.75,435095,136184625.4,14-NOV-2020,5730,INE121A01024,
CHOLAHLDNG,EQ,429,440,426.1,431.55,431,428.15,5146,2230008.3,14-NOV-2020,426,INE149A01033,
CHROMATIC,BE,0.6,0.65,0.55,0.6,0.65,0.6,111172,66264.65,14-NOV-2020,21,INE662C01015,
CIGNITITEC,EQ,439.7,442.9,435,440.1,440,438.45,12371,5444010,14-NOV-2020,552,INE675C01017,
CINELINE,EQ,31.7,32.5,31.5,32.05,31.95,31.75,15880,507967.95,14-NOV-2020,222,INE704H01022,
CINEVISTA,EQ,7.35,7.35,7.35,7.35,7.35,7,8046,59138.1,14-NOV-2020,12,INE039B01026,
CIPLA,EQ,749.5,749.9,744,745.75,745.8,744.65,631992,471979718.3,14-NOV-2020,15423,INE059A01026,
CLEDUCATE,EQ,55.25,56.9,52.5,56,56.55,55.05,6954,388157.4,14-NOV-2020,96,INE201M01011,
CLNINDIA,EQ,337.8,337.85,333,335.7,335.75,331.7,22338,7495828.85,14-NOV-2020,898,INE492A01029,
CMICABLES,EQ,32,32,29.2,30.55,30.55,31.6,41644,1291914.35,14-NOV-2020,622,INE981B01011,
CNOVAPETRO,EQ,6.6,6.6,6.6,6.6,6.6,6.3,1150,7590,14-NOV-2020,4,INE672K01025,
COALINDIA,EQ,127.35,127.5,126.55,127.1,127.1,125.9,3308333,420608874.9,14-NOV-2020,24471,INE522F01014,
COCHINSHIP,EQ,340,340,336.1,339.45,339.5,335.5,105559,35805349.6,14-NOV-2020,2182,INE704P01017,
COFORGE,EQ,2319.9,2341.2,2306,2318.95,2318.3,2304.3,45252,105250841.7,14-NOV-2020,3421,INE591G01017,
COLPAL,EQ,1517.8,1519.7,1506.6,1512.25,1512,1510.8,31840,48223471.05,14-NOV-2020,2618,INE259A01022,
COMPINFO,EQ,14.2,14.95,14,14.35,14.5,14.05,83915,1211604,14-NOV-2020,259,INE070C01037,
COMPUSOFT,EQ,7.25,7.3,7.1,7.2,7.25,7.1,7722,55814.3,14-NOV-2020,65,INE453B01029,
CONCOR,EQ,403.8,415.8,400,412.7,412.5,399.85,923318,379640734.35,14-NOV-2020,15243,INE111A01025,
CONFIPET,EQ,26.3,27,26,26.7,27,26.1,121884,3232807.9,14-NOV-2020,537,INE552D01024,
CONSOFINVT,EQ,35,35,35,35,35,35.8,276,9660,14-NOV-2020,3,INE025A01027,
CONTROLPR,EQ,217,221.9,216,217.1,216.05,215.4,1258,273236.65,14-NOV-2020,110,INE663B01015,
CORALFINAC,EQ,19.55,20.45,19.5,20,20.45,19.85,4574,91464.95,14-NOV-2020,47,INE558D01021,
CORDSCABLE,EQ,40.1,40.1,38,38.85,39,38.9,4941,193234.95,14-NOV-2020,79,INE792I01017,
COROMANDEL,EQ,757,757.7,745.3,748.25,748.5,749.75,32131,24133862.55,14-NOV-2020,1989,INE169A01031,
COSMOFILMS,EQ,440.2,443.95,438.35,439.55,440,437.7,14359,6318977.8,14-NOV-2020,422,INE757A01017,
COUNCODOS,BE,3.25,3.25,3.25,3.25,3.25,3.4,18109,58854.25,14-NOV-2020,65,INE695B01025,
COX&KINGS,BZ,1.35,1.35,1.3,1.35,1.35,1.3,156938,211209.35,14-NOV-2020,91,INE008I01026,
CPSEETF,EQ,17.83,17.89,17.57,17.77,17.8,17.7,421705,7493639.25,14-NOV-2020,925,INF457M01133,
CREATIVE,EQ,121.45,121.6,112,117.4,119.95,118.25,5799,699556.1,14-NOV-2020,25,INE985W01018,
CREATIVEYE,EQ,2.95,2.95,2.75,2.95,2.95,2.85,944,2784.6,14-NOV-2020,4,INE230B01021,
CREDITACC,EQ,688,700,672.7,693.4,697.7,671.5,22870,15872650.45,14-NOV-2020,1947,INE741K01010,
CREST,EQ,88.15,89.85,83.2,85.85,86.35,85.25,3576,305287,14-NOV-2020,98,INE559D01011,
CRISIL,EQ,1988,1990.05,1965,1977.25,1978,1964.1,3207,6339726.9,14-NOV-2020,548,INE007A01025,
CROMPTON,EQ,299.45,300.4,298,299.6,299.4,297.4,119614,35825808.55,14-NOV-2020,2756,INE299U01018,
CSBBANK,EQ,256,262,254,258.95,258.2,252.8,46857,12131079.1,14-NOV-2020,1372,INE679A01013,
CTE,EQ,32.35,32.35,32.35,32.35,32.35,30.85,5062,163755.7,14-NOV-2020,33,INE627H01017,
CUB,EQ,187.7,189.75,187,187.55,188,186.75,214111,40267750.55,14-NOV-2020,2869,INE491A01021,
CUBEXTUB,EQ,11.8,11.9,10.85,11.4,11.5,11,5589,64158.2,14-NOV-2020,21,INE144D01012,
CUMMINSIND,EQ,478.95,482.9,476.15,478.65,478,478.35,99483,47734199.8,14-NOV-2020,2091,INE298A01020,
CUPID,EQ,199.5,200,193.2,198.8,200,196.75,21895,4335176.3,14-NOV-2020,1087,INE509F01011,
CYBERTECH,EQ,80,82,80,80.6,80.5,77.5,79104,6387068,14-NOV-2020,1034,INE214A01019,
CYIENT,EQ,423.55,428.75,423.5,426.85,428,424.5,30617,13058405.1,14-NOV-2020,1306,INE136B01020,
DAAWAT,EQ,51.1,51.4,50.3,51.05,50.85,50.55,291852,14917243.05,14-NOV-2020,1953,INE818H01020,
DABUR,EQ,520,522,515.5,517.15,516.75,515.4,438259,227121055.75,14-NOV-2020,10518,INE016A01026,
DALBHARAT,EQ,960.7,964.7,942.05,954.55,952,949.45,33005,31511941.4,14-NOV-2020,2122,INE00R701025,
DALMIASUG,EQ,130.9,130.9,123.85,128.15,128.1,128.15,38336,4903678.65,14-NOV-2020,588,INE495A01022,
DAMODARIND,EQ,23.45,23.5,23.45,23.5,23.5,22.55,53,1244.2,14-NOV-2020,6,INE497D01022,
DANGEE,EQ,132.45,132.45,132.45,132.45,132.45,110.4,4367,578409.15,14-NOV-2020,47,INE688Y01014,
DATAMATICS,EQ,69.3,71.6,69.3,70.4,70.7,70.3,16360,1154474.35,14-NOV-2020,286,INE365B01017,
DBCORP,EQ,76.35,76.35,75.2,76.15,76.05,75.65,13594,1033232.25,14-NOV-2020,278,INE950I01011,
DBL,EQ,354.75,358,353.65,356.15,356,352.65,27025,9616807.3,14-NOV-2020,861,INE917M01012,
DBREALTY,EQ,6.75,7.1,6.75,6.95,7.1,6.7,91116,628017.35,14-NOV-2020,423,INE879I01012,
DCAL,EQ,134.85,139.15,132.75,137.15,137.4,132.2,188634,25728230.6,14-NOV-2020,1967,INE385W01011,
DCBBANK,EQ,91.4,91.95,90,90.45,90.15,91.45,437525,39752481.9,14-NOV-2020,3144,INE503A01015,
DCM,EQ,18.6,19,18.1,18.75,18.45,18.5,11136,208689.6,14-NOV-2020,40,INE498A01018,
DCMNVL,EQ,27.65,28.5,27.65,28.15,28.5,27.05,1448,40803.45,14-NOV-2020,10,INE08KP01019,
DCMSHRIRAM,EQ,338.1,342,338,339.35,338.1,337.1,12245,4160298.35,14-NOV-2020,464,INE499A01024,
DCW,EQ,15.4,15.5,15,15.35,15.25,15.5,299447,4593563.05,14-NOV-2020,501,INE500A01029,
DECCANCE,EQ,344.75,347,339.95,345.85,346.15,340,22299,7690101.4,14-NOV-2020,890,INE583C01021,
DEEPAKFERT,EQ,145.6,147.2,145,145.85,146,145.2,161911,23643064.15,14-NOV-2020,2527,INE501A01019,
DEEPAKNTR,EQ,828.95,831.3,811,822.5,821.8,824.85,175888,144670794.55,14-NOV-2020,8627,INE288B01029,
DEEPENR,BE,34.95,34.95,34.95,34.95,34.95,36.75,19121,668278.95,14-NOV-2020,120,INE677H01012,
DELTACORP,EQ,136.6,137.95,133.35,135.8,133.5,135.4,1208761,165003616.95,14-NOV-2020,10824,INE124G01033,
DELTAMAGNT,EQ,19.2,20.65,18.6,19.35,19.85,18.85,1029,19978.7,14-NOV-2020,28,INE393A01011,
DEN,EQ,69.25,69.8,69,69.25,69,68.45,19065,1320848.6,14-NOV-2020,359,INE947J01015,
DENORA,EQ,203.35,211,203.05,208.65,204.1,205.65,2644,551161.15,14-NOV-2020,111,INE244A01016,
DEVIT,SM,133.1,133.1,133.1,133.1,133.1,132.3,1500,199650,14-NOV-2020,1,INE060X01018,
DFMFOODS,EQ,364.45,372.95,355.1,359.65,358,359.5,21240,7706495.45,14-NOV-2020,688,INE456C01020,
DGCONTENT,EQ,9.55,10,9.55,9.8,9.65,9.7,5142,50187.15,14-NOV-2020,30,INE03JI01017,
DHAMPURSUG,EQ,141.2,141.65,138.5,139.9,140,140.55,75735,10625453.4,14-NOV-2020,952,INE041A01016,
DHANBANK,EQ,12.35,12.45,12.15,12.3,12.2,12.15,197288,2430556.95,14-NOV-2020,593,INE680A01011,
DHANI,EQ,212.5,215.9,212.25,214.8,214.5,207.7,316232,67833406.1,14-NOV-2020,2953,INE274G01010,
DHANILOANS,N3,979,980,979,979.83,980,970,6,5879,14-NOV-2020,2,INE614X07043,
DHANIPP,E1,104.45,107.6,103.9,105.75,106,102.3,47359,5000526.7,14-NOV-2020,657,IN9274G01034,
DHANUKA,EQ,710,718,702,709.95,710,700.15,11432,8110671.7,14-NOV-2020,966,INE435G01025,
DHARSUGAR,EQ,4.55,4.55,4.35,4.45,4.5,4.35,867,3858.95,14-NOV-2020,10,INE988C01014,
DHFL,EQ,17.4,17.65,16.05,17.6,17.65,16.85,3410497,59375196.75,14-NOV-2020,3657,INE202B01012,
DHFL,N6,320,320,309,312.88,309,276.1,36,11264,14-NOV-2020,4,INE202B07HP2,
DHFL,NC,266.17,266.17,266.17,266.17,266.17,305,10,2661.7,14-NOV-2020,1,INE202B07HV0,
DHFL,NP,310,312,310,312,312,310,431,134060,14-NOV-2020,14,INE202B07IO3,
DHFL,NS,300,300,300,300,300,302.6,100,30000,14-NOV-2020,1,INE202B07JA0,
DHFL,Y1,315.8,320,302,302,302,295,135,42276,14-NOV-2020,3,INE202B07JH5,
DHUNINV,EQ,230.4,249.5,230.4,244.35,245.5,242.5,498,121034.1,14-NOV-2020,63,INE320L01011,
DIAMONDYD,EQ,620.8,620.8,605.15,616.05,618,615.1,1195,734711.8,14-NOV-2020,138,INE393P01035,
DIAPOWER,BZ,0.75,0.75,0.65,0.75,0.75,0.7,1745,1307.55,14-NOV-2020,6,INE989C01012,
DICIND,EQ,372,374.85,365,368.1,369.95,368.5,602,221796.5,14-NOV-2020,36,INE303A01010,
DIGISPICE,EQ,7.7,7.85,7.5,7.75,7.85,7.5,20473,158227.85,14-NOV-2020,53,INE927C01020,
DIGJAMLTD,BZ,2.6,2.65,2.45,2.6,2.65,2.55,23600,61196.7,14-NOV-2020,29,INE731U01010,
DISHTV,EQ,10.75,10.75,10.5,10.65,10.7,10.5,746302,7966100.9,14-NOV-2020,2262,INE836F01026,
DIVISLAB,EQ,3464.2,3464.2,3438.75,3444.95,3444,3432.95,124536,429426577,14-NOV-2020,8892,INE361B01024,
DIXON,EQ,10400,10565,10203.3,10302.05,10292,10598.8,21977,227176332.2,14-NOV-2020,5435,INE935N01012,
DLF,EQ,185.9,186.8,183,184.6,183,184.65,1702545,314443712.4,14-NOV-2020,11294,INE271C01023,
DLINKINDIA,EQ,103,103.5,102,102.6,102.3,102,30112,3094395.5,14-NOV-2020,571,INE250K01012,
DMART,EQ,2405,2407,2346,2374.15,2368,2383.05,43896,104596622.45,14-NOV-2020,4701,INE192R01011,
DNAMEDIA,EQ,0.4,0.4,0.4,0.4,0.4,0.4,322,128.8,14-NOV-2020,6,INE016M01021,
DOLAT,EQ,46.65,47.9,46.5,47.55,47.7,46.65,27765,1316814.55,14-NOV-2020,444,INE966A01022,
DOLLAR,EQ,160,162.1,159.15,160.2,160.5,158.1,38488,6170549.65,14-NOV-2020,831,INE325C01035,
DONEAR,EQ,25,25.5,24.5,24.9,24.85,25.1,6113,153135.45,14-NOV-2020,76,INE668D01028,
DPABHUSHAN,EQ,104.7,104.95,100,102.45,100.1,101.65,1691,173210.65,14-NOV-2020,64,INE266Y01019,
DPSCLTD,EQ,12,12.85,11.6,11.95,12.15,12.85,29972,359101.6,14-NOV-2020,109,INE360C01024,
DPWIRES,EQ,69.95,72.05,69.95,71.6,72,71.7,2024,144186.7,14-NOV-2020,36,INE864X01013,
DQE,EQ,1.15,1.15,1.05,1.05,1.15,1.1,7769,8379.55,14-NOV-2020,10,INE656K01010,
DREDGECORP,EQ,251.95,254.5,250.45,253.05,252.9,252,12155,3069539.15,14-NOV-2020,631,INE506A01018,
DRREDDY,EQ,4881.2,4898,4830,4872.05,4875.6,4856.9,135216,658526981.8,14-NOV-2020,8648,INE089A01023,
DSSL,EQ,38,38.45,36.3,38.35,38.35,38.45,1434,54263.5,14-NOV-2020,34,INE417B01040,
DTIL,EQ,265,270,265,267.65,268,267.5,2037,544835.75,14-NOV-2020,119,INE341R01014,
DUCON,EQ,4.35,4.4,4.25,4.4,4.35,4.2,30599,133606.6,14-NOV-2020,78,INE741L01018,
DVL,EQ,62.05,64.85,62,63.3,63.25,62.6,4514,286691.8,14-NOV-2020,45,INE477B01010,
DWARKESH,EQ,27.4,27.55,27.2,27.4,27.4,27.3,95197,2607716,14-NOV-2020,493,INE366A01041,
DYNAMATECH,EQ,719,733.35,715.25,725.85,720,722.35,4332,3152640.7,14-NOV-2020,352,INE221B01012,
DYNPRO,EQ,256,261.5,251.35,255.5,254.85,253.7,44650,11465966.85,14-NOV-2020,1208,INE256H01015,
E2E,SM,40.95,40.95,40.95,40.95,40.95,39,2000,81900,14-NOV-2020,1,INE255Z01019,
EASUNREYRL,BZ,2.1,2.1,2.1,2.1,2.1,2,10,21,14-NOV-2020,1,INE268C01029,
EBBETF0423,EQ,1105,1105,1101.51,1102.35,1102,1102.48,598,658870.74,14-NOV-2020,33,INF754K01KN4,
EBBETF0425,EQ,1036,1036,1015.61,1016.88,1017,1017.19,34,34588.68,14-NOV-2020,13,INF754K01LD3,
EBBETF0430,EQ,1123.55,1125.5,1120.55,1123.24,1123.99,1122.04,957,1076708.47,14-NOV-2020,25,INF754K01KO2,
EBBETF0431,EQ,1017.95,1029,1014.12,1015.26,1014.12,1015.31,3079,3127482.63,14-NOV-2020,57,INF754K01LE1,
EBIXFOREX,EQ,470,517.1,469.95,508.85,517.1,430.95,59445,29837328.35,14-NOV-2020,2770,INE726L01019,
ECLERX,EQ,716,722.95,714.55,719.05,718,714.5,13903,10002092.75,14-NOV-2020,790,INE738I01010,
ECLFINANCE,NJ,925,935,925,934.5,935,904,61,56900,14-NOV-2020,5,INE804I078Y8,
ECLFINANCE,NK,880,880,880,880,880,880,21,18480,14-NOV-2020,1,INE804I079Y6,
ECLFINANCE,NM,1069.99,1069.99,1069.99,1069.99,1069.99,1061.31,50,53499.5,14-NOV-2020,3,INE804I075Z1,
ECLFINANCE,NO,980,980,980,980,980,980,25,24500,14-NOV-2020,3,INE804I077Z7,
ECLFINANCE,NP,1020.22,1020.22,1020,1020,1020,1020.22,110,112202.2,14-NOV-2020,3,INE804I078Z5,
ECLFINANCE,NQ,1100,1100,1100,1100,1100,1061,25,27500,14-NOV-2020,1,INE804I079Z3,
ECLFINANCE,NR,961,961,961,961,961,970,8,7688,14-NOV-2020,2,INE804IA7014,
ECLFINANCE,NS,1001,1005,1001,1004.95,1005,1000,198,198982,14-NOV-2020,2,INE804IA7022,
EDELWEISS,EQ,54.4,55.25,54.1,55,55,54.35,369644,20271087.4,14-NOV-2020,2748,INE532F01054,
EDUCOMP,BZ,2.45,2.65,2.45,2.55,2.65,2.55,12158,30521.1,14-NOV-2020,36,INE216H01027,
EHFLNCD,N3,990,990,990,990,990,995.02,10,9900,14-NOV-2020,1,INE530L07194,
EICHERMOT,EQ,2540,2588,2502.75,2540.55,2513.65,2514.6,1043101,2664570206.5,14-NOV-2020,45928,INE066A01021,
EIDPARRY,EQ,286.9,289,285,288.05,288.75,284.25,38519,11077290.75,14-NOV-2020,891,INE126A01031,
EIHAHOTELS,EQ,241.9,259.7,237.7,249.6,253.75,238.05,4302,1064054.05,14-NOV-2020,213,INE276C01014,
EIHOTEL,EQ,82.15,83,82,82.35,82.3,81.6,156889,12923814.1,14-NOV-2020,1505,INE230A01023,
EIMCOELECO,EQ,302,313.3,302,308.95,305.6,306.7,69,21311.35,14-NOV-2020,13,INE158B01016,
EKC,EQ,32.35,32.35,32.35,32.35,32.35,30.85,51457,1664633.95,14-NOV-2020,112,INE184H01027,
ELECON,EQ,27.25,27.5,26.7,27.25,27.05,26.8,48029,1307947.2,14-NOV-2020,231,INE205B01023,
ELECTCAST,EQ,20.35,20.85,20.35,20.65,20.65,20.3,103171,2133261.6,14-NOV-2020,391,INE086A01029,
ELECTHERM,EQ,91.5,92,90,91.55,91.1,89.65,2094,189809.8,14-NOV-2020,64,INE822G01016,
ELGIEQUIP,EQ,119.75,122,119.75,121.5,121.05,118.35,20620,2498567.6,14-NOV-2020,518,INE285A01027,
ELGIRUBCO,EQ,17.3,17.6,16.7,16.95,17,16.7,20430,347558.8,14-NOV-2020,65,INE819L01012,
EMAMILTD,EQ,381,385.5,380,382.2,380.9,379.8,67127,25724152,14-NOV-2020,1620,INE548C01032,
EMAMIPAP,EQ,64.4,68,64.2,65.75,65.15,64.2,1627,106537,14-NOV-2020,62,INE830C01026,
EMAMIREAL,EQ,46.65,46.65,46.65,46.65,46.65,44.45,16292,760021.8,14-NOV-2020,73,INE778K01012,
EMBASSY,RR,335.75,341.99,335,339.22,340.8,333.67,32200,10889966,14-NOV-2020,143,INE041025011,
EMCO,BZ,1.2,1.2,1.2,1.2,1.2,1.2,1884,2260.8,14-NOV-2020,5,INE078A01026,
EMKAY,EQ,63,64,63,63,63,62.6,4464,281443.55,14-NOV-2020,33,INE296H01011,
EMMBI,EQ,73.4,76.75,70.9,75.45,74.6,71.35,41021,3083655.35,14-NOV-2020,716,INE753K01015,
