SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
ESCORTS,EQ,1524.5,1534.9,1510.5,1528.1,1528.3,1496.9,220754,337200603,04-NOV-2021,7073,INE042A01014,
ESSARSHPNG,EQ,9.9,10.2,9.55,10,10,9.9,33748,336684.55,04-NOV-2021,199,INE122M01019,
ESTER,EQ,139.8,142,139.6,140.1,139.9,138.05,42371,5954486.4,04-NOV-2021,1003,INE778B01029,
EVEREADY,EQ,351.85,360,346.25,349.55,349.95,349.5,92014,32343630.75,04-NOV-2021,1810,INE128A01029,
EVERESTIND,EQ,423.9,427.95,422.6,424.45,427.95,421.75,9207,3904034.8,04-NOV-2021,358,INE295A01018,
EXCEL,EQ,3.1,3.1,3,3.05,3.1,3,25037,76801.95,04-NOV-2021,147,INE688J01015,
EXCELINDUS,EQ,956,976.5,952.3,969.05,970,959.6,6013,5790275.7,04-NOV-2021,553,INE369A01029,
EXIDEIND,EQ,181,181,179,179.85,179.9,178.55,524840,94416889.65,04-NOV-2021,13118,INE302A01020,
EXPLEOSOL,EQ,1107,1108.2,1090,1103.45,1108.2,1055.45,10294,11376181.4,04-NOV-2021,439,INE201K01015,
EXXARO,EQ,150,151,149.45,150.1,150,149.35,46239,6944408.1,04-NOV-2021,1492,INE0GFE01018,
FACT,EQ,120.6,121,119,120.4,120.2,120,18179,2188000.05,04-NOV-2021,461,INE188A01015,
FAIRCHEMOR,EQ,1950,1999,1950,1986.85,1993,1930,6324,12543115.4,04-NOV-2021,844,INE0DNW01011,
FCL,EQ,123.35,129,123.35,127.65,128.5,122.95,749619,95039482.95,04-NOV-2021,8832,INE045J01026,
FCONSUMER,EQ,7.2,7.2,7.1,7.15,7.2,7.15,1090957,7810408.95,04-NOV-2021,1928,INE220J01025,
FCSSOFT,EQ,1.4,1.4,1.35,1.4,1.4,1.35,1938456,2697298.95,04-NOV-2021,2289,INE512B01022,
FDC,EQ,325.9,329,322.85,326.3,326,322.85,21478,7004249.4,04-NOV-2021,1107,INE258B01022,
FEDERALBNK,EQ,101.4,101.85,100.9,101.1,101.2,100.2,2912999,294591550.2,04-NOV-2021,27172,INE171A01029,
FEL,EQ,8.85,9,8.85,8.95,8.95,8.9,191275,1711227.75,04-NOV-2021,515,INE623B01027,
FELDVR,EQ,11.15,11.65,11.15,11.55,11.55,11.35,9837,112606.15,04-NOV-2021,65,IN9623B01058,
FIEMIND,EQ,1236.85,1287,1236.85,1265.95,1268,1236.85,15888,20103730.45,04-NOV-2021,1697,INE737H01014,
FILATEX,EQ,100.8,103.25,99.25,102,103.1,100.2,461399,46928335.75,04-NOV-2021,2827,INE816B01027,
FINCABLES,EQ,490,497,489,494.35,494,488.3,84799,41920386.4,04-NOV-2021,3968,INE235A01022,
FINEORG,EQ,3446,3461.45,3409.4,3434.45,3430,3445.65,4679,16048895.4,04-NOV-2021,1048,INE686Y01026,
FINPIPE,EQ,228.9,233.95,228.6,232.25,231,227.7,244928,56726730.2,04-NOV-2021,7857,INE183A01024,
FLEXITUFF,EQ,18.5,19.5,18.45,19.5,19.5,17.75,41954,806228.45,04-NOV-2021,220,INE060J01017,
FLFL,EQ,54.8,58.9,54.8,56.55,56.9,55.8,21003,1189677.05,04-NOV-2021,554,INE452O01016,
FLUOROCHEM,EQ,1860,1919,1830,1895.9,1895.5,1883.85,51572,96480392.45,04-NOV-2021,5931,INE09N301011,
FMGOETZE,EQ,260.6,263.85,258,262.8,262.6,261,9147,2397095.9,04-NOV-2021,399,INE529A01010,
FMNL,EQ,8.6,8.85,8.6,8.75,8.8,8.6,74791,655286.3,04-NOV-2021,160,INE360L01017,
FOCUS,SM,53.05,53.05,53.05,53.05,53.05,50.55,24000,1273200,04-NOV-2021,7,INE593W01010,
FORCEMOT,EQ,1454,1459.7,1436.3,1443.8,1445,1447.6,12484,18004801.3,04-NOV-2021,973,INE451A01017,
FORTIS,EQ,254.75,254.75,250.25,252.35,252.55,251.85,202499,51115116.6,04-NOV-2021,2847,INE061F01013,
FOSECOIND,EQ,1489,1495,1480,1489.15,1485,1469.2,608,904797.7,04-NOV-2021,93,INE519A01011,
FRETAIL,EQ,49.8,50.45,49.75,50.05,50.15,49.8,485749,24370515.85,04-NOV-2021,4063,INE752P01024,
FSC,EQ,72.75,76.65,72.75,74.05,74.15,72.7,16733,1240314.4,04-NOV-2021,362,INE935Q01015,
FSL,EQ,200.75,202,200.1,200.55,200.9,199.55,500656,100532005.15,04-NOV-2021,5698,INE684F01012,
GABRIEL,EQ,158,158.4,156,156.8,157.1,155.85,188572,29598821.45,04-NOV-2021,3374,INE524A01029,
GAEL,EQ,169.3,172,168.8,171.55,171.85,168,76128,13006054.55,04-NOV-2021,1567,INE036B01030,
GAIL,EQ,151.3,152,151,151.5,151.6,150.55,889957,134727669.35,04-NOV-2021,10765,INE129A01019,
GAL,EQ,2.3,2.35,2.25,2.35,2.3,2.25,117917,273976.3,04-NOV-2021,186,INE482J01021,
GALAXYSURF,EQ,3065.2,3100.95,3025,3090.25,3090,3021.3,5551,17142676.95,04-NOV-2021,1231,INE600K01018,
GALLANTT,EQ,72.8,75.05,72.8,74.65,75,72.6,10408,773804.45,04-NOV-2021,231,INE297H01019,
GALLISPAT,EQ,51.05,51.85,51.05,51.45,51.7,51.25,10788,554839.25,04-NOV-2021,211,INE528K01029,
GANDHITUBE,EQ,430,442,428.05,431.95,431.1,429.95,1595,690466.1,04-NOV-2021,155,INE524B01027,
GANECOS,EQ,508,509,498,506.2,507,498.2,8003,4043277.4,04-NOV-2021,470,INE845D01014,
GANESHBE,EQ,86.9,87.9,85.2,85.75,86.4,85.4,18665,1608897.7,04-NOV-2021,305,INE388A01029,
GANESHHOUC,EQ,216.7,223.05,216.7,221.8,220,212.45,107838,23946395.2,04-NOV-2021,1072,INE460C01014,
GANGAFORGE,EQ,17.2,17.5,17.2,17.3,17.25,17.15,159016,2765282.35,04-NOV-2021,411,INE691Z01023,
GANGESSECU,EQ,88.5,88.55,82.3,84.55,82.8,84.85,1060,89977.95,04-NOV-2021,30,INE335W01016,
GARFIBRES,EQ,3530.45,3635,3462,3535.5,3536.8,3504.55,5409,19199796.35,04-NOV-2021,1044,INE276A01018,
GATI,EQ,150.95,159.2,150.5,156.85,157,150.05,1036417,161935438.8,04-NOV-2021,12834,INE152B01027,
GAYAHWS,BE,0.8,0.8,0.75,0.75,0.75,0.8,1750,1317,04-NOV-2021,5,INE287Z01012,
GAYAPROJ,EQ,43,44.85,43,43.5,43.5,42.75,372690,16297620.45,04-NOV-2021,1613,INE336H01023,
GDL,EQ,300,302.6,296.85,299,299.5,296.4,86998,26040816.8,04-NOV-2021,2584,INE852F01015,
GEECEE,EQ,152.55,157.6,152.55,155.35,154.95,152.55,10247,1594713.3,04-NOV-2021,355,INE916G01016,
GEEKAYWIRE,EQ,96.9,98.95,96,98.5,98.3,95.35,62018,6112415.3,04-NOV-2021,427,INE669X01016,
GENCON,EQ,40.35,40.95,39.1,40.5,40.5,39.55,11172,447556.65,04-NOV-2021,130,INE854S01022,
GENESYS,EQ,269,272.4,265,272.4,272.4,259.45,27265,7400760,04-NOV-2021,258,INE727B01026,
GENUSPAPER,EQ,10.6,10.75,10.25,10.55,10.6,10.45,89237,940783.7,04-NOV-2021,273,INE949P01018,
GENUSPOWER,EQ,63,65.45,62.75,64.95,65.35,62.2,383513,24767772.15,04-NOV-2021,2602,INE955D01029,
GEOJITFSL,EQ,81.4,82.45,80.75,82.05,82,80.75,92829,7602205.2,04-NOV-2021,1923,INE007B01023,
GEPIL,EQ,293.6,305,293.55,297.5,297,293.25,19918,5927506.1,04-NOV-2021,995,INE878A01011,
GESHIP,EQ,344.25,346.5,342,342.8,343,343.25,33293,11433002.95,04-NOV-2021,879,INE017A01032,
GET&D,EQ,128.45,128.85,127.7,128.3,128.65,127.5,15026,1929003.45,04-NOV-2021,388,INE200A01026,
GFLLIMITED,EQ,79.4,80.5,78.3,79.75,79.5,79.4,35147,2806357.75,04-NOV-2021,360,INE538A01037,
GFSTEELS,BE,2.95,2.95,2.95,2.95,2.95,3.1,700,2065,04-NOV-2021,2,INE534A01028,
GHCL,EQ,423.1,437.65,423.1,428.4,427.5,422.4,49506,21308645.75,04-NOV-2021,1313,INE539A01019,
GICHSGFIN,EQ,166,168.8,166,167.3,167.05,165.95,44284,7405406.05,04-NOV-2021,1077,INE289B01019,
GICL,SM,19.95,19.95,19.95,19.95,19.95,21,7500,149625,04-NOV-2021,1,INE947T01014,
GICRE,EQ,135.75,138.55,135.75,137.8,138.4,135.7,120011,16496744.75,04-NOV-2021,2192,INE481Y01014,
GILLANDERS,EQ,50,50,48.65,49.1,49.8,49.15,960,47428.9,04-NOV-2021,28,INE047B01011,
GILLETTE,EQ,5725,5800,5705.75,5764.7,5788.25,5705.7,1464,8434756.95,04-NOV-2021,620,INE322A01010,
GINNIFILA,EQ,35,36.85,35,35.95,36.3,35.4,50433,1806049.45,04-NOV-2021,329,INE424C01010,
GIPCL,EQ,88.5,89,88.5,88.8,88.8,87.95,53111,4716617.15,04-NOV-2021,856,INE162A01010,
GKWLIMITED,EQ,666,666,631.3,638.05,639,642.65,105,67188.45,04-NOV-2021,26,INE528A01020,
GLAND,EQ,3725,3730,3650,3676.05,3665,3699.75,9741,35927800.35,04-NOV-2021,1907,INE068V01023,
GLAXO,EQ,1650.2,1659.85,1632,1642.3,1641,1640.7,29398,48467552.75,04-NOV-2021,2023,INE159A01016,
GLENMARK,EQ,521.55,525,517.05,523.4,525,514.5,328707,171700818.2,04-NOV-2021,7543,INE935A01035,
GLOBAL,EQ,45,45,44,44.75,44,44.75,1417,63431.6,04-NOV-2021,44,INE291W01011,
GLOBALVECT,EQ,54.5,56.55,54.5,55.2,55.45,54.1,2814,155149.6,04-NOV-2021,105,INE792H01019,
GLOBE,EQ,14.5,14.55,14.25,14.55,14.55,13.9,573891,8336255.8,04-NOV-2021,188,INE581X01021,
GLOBUSSPR,EQ,1275,1288,1261.25,1270.7,1271.7,1256.45,21951,27954794.6,04-NOV-2021,1588,INE615I01010,
GLS,EQ,626,632,626,630.75,630.5,627.5,28393,17879288.35,04-NOV-2021,1963,INE03Q201024,
GMBREW,EQ,756,764.8,756,761.45,762.7,753.6,12108,9201633.35,04-NOV-2021,732,INE075D01018,
GMDCLTD,EQ,73,73.9,72.7,73.3,73.4,72.2,135131,9886805.1,04-NOV-2021,1476,INE131A01031,
GMMPFAUDLR,EQ,4720.25,4925,4698.95,4799.4,4770,4696.65,23747,114511722.75,04-NOV-2021,5044,INE541A01023,
GMRINFRA,EQ,41.3,41.65,40.5,41.2,41.15,41.05,2827504,116357268.1,04-NOV-2021,8474,INE776C01039,
GNA,EQ,789.95,816,785.35,808.6,815,783.95,22656,18177777.25,04-NOV-2021,1785,INE934S01014,
GNFC,EQ,468,474.8,467.2,471.25,472.2,466.75,194680,91579525.5,04-NOV-2021,3691,INE113A01013,
GOACARBON,EQ,373.7,375.35,370.65,373.15,372.05,370.65,4755,1774679.45,04-NOV-2021,250,INE426D01013,
GOCLCORP,EQ,365.9,366,356,360.6,360.5,355.9,29537,10648081.9,04-NOV-2021,1062,INE077F01035,
GODFRYPHLP,EQ,1243.5,1272.3,1243.5,1259.2,1264,1250.9,4651,5865606.35,04-NOV-2021,739,INE260B01028,
GODHA,BE,56,59.85,56,58.8,59,57.65,92,5301.45,04-NOV-2021,9,INE925Y01010,
GODREJAGRO,EQ,596,603.6,595.45,597.4,597.1,594.45,12773,7636030.7,04-NOV-2021,762,INE850D01014,
GODREJCP,EQ,962,974,961.25,971.7,973,960.05,71965,69849432.25,04-NOV-2021,3056,INE102D01028,
GODREJIND,EQ,609,614,603.4,608.35,605,605.85,77681,47372715.65,04-NOV-2021,2899,INE233A01035,
GODREJPROP,EQ,2440.1,2464.1,2412.5,2429.9,2428,2428.45,175681,428671326.75,04-NOV-2021,10276,INE484J01027,
GOENKA,BZ,1.15,1.15,1.05,1.1,1.1,1.1,91613,103781,04-NOV-2021,69,INE516K01024,
GOKEX,EQ,254.5,256.45,236.9,237.55,236.9,249.35,1031077,250676518.05,04-NOV-2021,7320,INE887G01027,
GOKUL,EQ,34,37.5,33.5,36.85,36.6,32.75,1619592,58243372.15,04-NOV-2021,8884,INE020J01029,
GOKULAGRO,EQ,62.45,63,61.2,63,63,60,321765,20224455.4,04-NOV-2021,1380,INE314T01025,
GOLDBEES,EQ,41.78,42.97,41.1,41.36,41.38,41.1,3104231,128346676.93,04-NOV-2021,33325,INF204KB17I5,
GOLDENTOBC,BE,133,136.85,131.75,136.45,136.85,131.75,4226,573430.15,04-NOV-2021,168,INE973A01010,
GOLDIAM,EQ,1037,1039.4,1025.15,1030.9,1026,1030.55,25307,26134127.95,04-NOV-2021,1759,INE025B01017,
GOLDSHARE,EQ,45.2,45.2,41.5,41.7,41.7,41.5,114627,4775938.55,04-NOV-2021,1163,INF789F1AUX7,
GOLDTECH,BE,37.2,39.6,37.2,38.9,39,39.1,21557,840384.8,04-NOV-2021,239,INE805A01014,
GOODLUCK,EQ,296.5,301.6,295.3,299.2,300.6,295.1,44622,13326949.35,04-NOV-2021,461,INE127I01024,
GOODYEAR,EQ,1040,1040,985.15,1015.35,1015,1004.5,8001,8132500.4,04-NOV-2021,1042,INE533A01012,
GPIL,EQ,340,347.4,340,347.2,347.4,330.9,131353,45442549.8,04-NOV-2021,4102,INE177H01021,
GPPL,EQ,115,116.1,114,114.75,114.25,114.8,106366,12221694.1,04-NOV-2021,2304,INE517F01014,
GPTINFRA,EQ,86.25,87.85,82,84.75,85.25,86.25,35851,3020709.65,04-NOV-2021,664,INE390G01014,
GRANULES,EQ,322,323.8,320,321.4,321.5,319.3,304912,98221047.7,04-NOV-2021,6970,INE101D01020,
GRAPHITE,EQ,520.9,526,520.25,524.3,525,517.7,72208,37851843.5,04-NOV-2021,3125,INE371A01025,
GRASIM,EQ,1797,1800,1785.55,1791.6,1790,1785.55,95198,170570033,04-NOV-2021,5354,INE047A01021,
GRAUWEIL,EQ,61,62.5,59.8,61.9,62.1,60.15,104388,6412279.75,04-NOV-2021,1150,INE266D01021,
GRAVITA,EQ,211,221.3,210.65,219.3,219.5,208.65,467068,102220641.6,04-NOV-2021,8953,INE024L01027,
GREAVESCOT,EQ,134.7,135.9,134.05,135.25,135.8,133.7,208509,28153713.4,04-NOV-2021,4261,INE224A01026,
GREENLAM,EQ,1405.05,1410.95,1393,1404.85,1408.95,1402.35,627,878091.25,04-NOV-2021,83,INE544R01013,
GREENPANEL,EQ,397,402.9,392,399.55,398.9,389.65,224272,89670434.05,04-NOV-2021,7376,INE08ZM01014,
GREENPLY,EQ,228.6,248.85,228,241.95,242.1,226.15,1037369,248993916.25,04-NOV-2021,18356,INE461C01038,
GREENPOWER,BE,4.55,4.75,4.55,4.75,4.75,4.55,1123479,5312706.8,04-NOV-2021,2855,INE999K01014,
GRINDWELL,EQ,1599.3,1675,1535.55,1644.15,1647.4,1586.8,36155,58772399.6,04-NOV-2021,3289,INE536A01023,
GRINFRA,EQ,2010,2011.05,1980,2007.1,2010,1974.8,6438,12910406.05,04-NOV-2021,988,INE201P01022,
GROBTEA,EQ,1078.95,1078.95,1012.25,1055.3,1065,1065.55,209,219229.4,04-NOV-2021,55,INE646C01018,
GRPLTD,EQ,1000,1000,965,981.2,990,957.2,965,951834.4,04-NOV-2021,73,INE137I01015,
GRSE,EQ,250.1,266.8,250.1,262.5,262.95,247.5,1687486,437494062.15,04-NOV-2021,29347,INE382Z01011,
GSCLCEMENT,EQ,46,46.8,45.8,46.3,46.55,45.9,46292,2140068.65,04-NOV-2021,730,INE542A01039,
GSFC,EQ,134,136,133.8,134.95,135.1,133.4,398801,53848932.5,04-NOV-2021,3913,INE026A01025,
GSPL,EQ,322.1,322.1,312.8,316.45,316.8,324.9,349307,110432448.8,04-NOV-2021,6617,INE246F01010,
GSS,EQ,92.25,93.4,90,92.25,93,90.25,215606,19844470.75,04-NOV-2021,1520,INE871H01011,
GTL,EQ,13.9,14.15,13.6,13.95,14.05,13.6,61212,854228.4,04-NOV-2021,374,INE043A01012,
GTLINFRA,EQ,1.6,1.6,1.6,1.6,1.6,1.55,847096,1355353.6,04-NOV-2021,323,INE221H01019,
GTNTEX,EQ,8.6,8.6,8.6,8.6,8.6,8.6,123,1057.8,04-NOV-2021,3,INE302H01017,
GTPL,EQ,279.3,281.2,275.05,276.65,276.9,279.05,17471,4844227.25,04-NOV-2021,680,INE869I01013,
GUFICBIO,EQ,185,189.6,184.55,187.8,187.1,193.5,136330,25586748.5,04-NOV-2021,2782,INE742B01025,
GUJALKALI,EQ,785.9,794.95,770,772.8,772.9,800.1,264036,205477924.35,04-NOV-2021,9960,INE186A01019,
GUJAPOLLO,EQ,229.2,229.25,220.05,225.95,227.75,223.9,810,182621.8,04-NOV-2021,58,INE826C01016,
GUJGASLTD,EQ,636.4,640.95,635,636.85,636.5,632.95,132801,84640958.75,04-NOV-2021,6306,INE844O01030,
GUJRAFFIA,BE,34.65,35.4,33.5,35.05,35.2,34.65,866,30243.75,04-NOV-2021,21,INE610B01024,
GULFOILLUB,EQ,601.95,602.8,595.15,598.6,595.15,595.15,9123,5468838.35,04-NOV-2021,866,INE635Q01029,
GULFPETRO,EQ,49.5,51.4,49.5,51.05,51.2,49.45,27619,1399428.7,04-NOV-2021,462,INE586G01017,
GULPOLY,EQ,273.75,283,273.75,279,279.8,273.9,21858,6110489.35,04-NOV-2021,602,INE255D01024,
HAL,EQ,1330.9,1345,1325,1340.1,1343,1323.75,73536,98326579.15,04-NOV-2021,3500,INE066F01012,
HAPPSTMNDS,BE,1249.8,1290,1245,1284.65,1290,1233.3,104886,133507546,04-NOV-2021,12578,INE419U01012,
HARRMALAYA,EQ,174.9,181,173,176.95,178.8,174.4,27368,4828765.45,04-NOV-2021,691,INE544A01019,
HATHWAY,EQ,20.1,20.95,20.1,20.8,20.95,19.8,3030131,62487283.25,04-NOV-2021,7044,INE982F01036,
HATSUN,EQ,1367.2,1385,1339.3,1367.3,1377,1360.8,10452,14221228.3,04-NOV-2021,1351,INE473B01035,
HAVELLS,EQ,1297.8,1300,1290,1294.45,1290,1290.7,56644,73413961.1,04-NOV-2021,4130,INE176B01034,
HAVISHA,BE,1.25,1.25,1.15,1.25,1.25,1.2,24417,29440.85,04-NOV-2021,50,INE293B01029,
HBANKETF,EQ,396.83,397.45,394.28,395.95,395.66,394.66,1265,501858.34,04-NOV-2021,84,INF179KC1AN8,
HBLPOWER,EQ,50.7,51.9,50.35,51.7,51.65,50.3,304748,15700704.9,04-NOV-2021,2807,INE292B01021,
HBSL,EQ,39.8,42.25,39,39.75,40.45,38.95,10706,428497.1,04-NOV-2021,177,INE550B01022,
HCC,EQ,9.3,9.5,9.25,9.5,9.5,9.2,1120053,10574307.7,04-NOV-2021,2639,INE549A01026,
HCG,EQ,234.2,243.9,233.2,241.4,241.45,232.7,28124,6766747.1,04-NOV-2021,931,INE075I01017,
HCL-INSYS,EQ,14.85,14.85,13.6,14,14.05,13.55,643859,9111017.35,04-NOV-2021,3143,INE236A01020,
HCLTECH,EQ,1185,1187.15,1178,1183.1,1183.5,1176.35,256369,303325401.5,04-NOV-2021,15663,INE860A01027,
HDFC,EQ,2899.05,2909,2895.05,2899.7,2900,2895.9,129087,374616869.75,04-NOV-2021,11161,INE001A01036,
HDFC,W3,910,911,910,911,911,897,1200,1092600,04-NOV-2021,2,INE001A13049,
HDFCAMC,EQ,2658.3,2659.8,2642,2654.95,2658.5,2627.35,66383,176007081.6,04-NOV-2021,9267,INE127D01025,
HDFCBANK,EQ,1595,1597.85,1590.1,1593.95,1595.2,1581.45,548404,874247081.1,04-NOV-2021,41400,INE040A01034,
HDFCLIFE,EQ,699.9,699.9,695,696.4,696.5,692.3,409164,285202234.35,04-NOV-2021,24377,INE795G01014,
HDFCMFGETF,EQ,42.8,43,42.21,42.44,42.45,42.22,304073,12908839.05,04-NOV-2021,1755,INF179KC1981,
HDFCNIFETF,EQ,192,194,191.26,191.59,191.68,190.63,13855,2658765.69,04-NOV-2021,373,INF179KC1965,
HDFCSENETF,EQ,655.99,661,645,653.43,654,646.45,1411,922872.51,04-NOV-2021,183,INF179KC1973,
HDIL,BZ,4.65,4.75,4.6,4.7,4.7,4.6,105968,496773,04-NOV-2021,247,INE191I01012,
HEALTHY,EQ,10.41,10.41,8.52,8.67,8.73,8.63,25518,221668.65,04-NOV-2021,266,INF209KB10C2,
HEG,EQ,2045.5,2061,2020,2033.05,2037.8,2031.6,20175,41182112.55,04-NOV-2021,1929,INE545A01016,
HEIDELBERG,EQ,245.4,248.4,241.4,247.55,248,244.4,35945,8884555.5,04-NOV-2021,2060,INE578A01017,
HEMIPROP,EQ,139.5,145.9,139,143.9,144.8,138.15,1212159,173686273.8,04-NOV-2021,12600,INE0AJG01018,
HERANBA,EQ,739.7,742.8,736.8,740.3,740.45,732.85,20722,15344154.35,04-NOV-2021,1444,INE694N01015,
HERCULES,EQ,143.25,144.9,143.25,144.5,144.9,143.25,5457,787558.65,04-NOV-2021,203,INE688E01024,
HERITGFOOD,EQ,526.3,537.15,524,531.65,532.9,523.35,47390,25224551.2,04-NOV-2021,2233,INE978A01027,
HEROMOTOCO,EQ,2650,2685,2650,2677.5,2682,2641.45,93301,249286694.65,04-NOV-2021,9034,INE158A01026,
HESTERBIO,EQ,2498.95,2537.55,2479.75,2495.65,2525,2430.6,5290,13212841.25,04-NOV-2021,758,INE782E01017,
HEXATRADEX,BE,158.75,158.75,150,154.1,150,151.85,2395,369741.15,04-NOV-2021,19,INE750M01017,
HFCL,EQ,74,76.65,74,75.95,76.5,73.7,2720262,205485295,04-NOV-2021,11435,INE548A01028,
HGINFRA,EQ,783.55,790.5,778.55,785.4,786,776.15,28279,22244337.8,04-NOV-2021,1908,INE926X01010,
HGS,BE,2850,2898,2760.1,2801.35,2800,2838.4,4644,13157820.35,04-NOV-2021,310,INE170I01016,
HIKAL,EQ,533.6,539,530,536.5,538.9,529.7,46865,25099095.9,04-NOV-2021,2348,INE475B01022,
HIL,EQ,4606.4,4670,4580,4649.75,4670,4576.05,3028,14049706.45,04-NOV-2021,921,INE557A01011,
HILTON,EQ,13.45,13.45,13.4,13.45,13.45,12.85,8941,120178.2,04-NOV-2021,60,INE788H01017,
HIMATSEIDE,EQ,260,264,259.6,262.5,263.75,259.55,21442,5630322.6,04-NOV-2021,522,INE049A01027,
HINDALCO,EQ,482,482,470,472.6,472.25,478.3,1615558,766949280.75,04-NOV-2021,27522,INE038A01020,
HINDCOMPOS,EQ,318.85,327,315.3,324.35,324.8,323.55,3288,1055707.85,04-NOV-2021,134,INE310C01029,
HINDCON,EQ,68,68.9,64.05,67.4,67.05,66.6,7318,491228.65,04-NOV-2021,153,INE642Y01011,
HINDCOPPER,EQ,128.8,130.95,128.35,130.35,130.75,127.85,974860,126586644.35,04-NOV-2021,9635,INE531E01026,
HINDMOTORS,BE,13.4,13.4,13.4,13.4,13.4,12.8,155374,2082011.6,04-NOV-2021,696,INE253A01025,
HINDNATGLS,EQ,30.85,30.85,29.25,30.35,30.5,29.4,8694,262045,04-NOV-2021,159,INE952A01022,
HINDOILEXP,EQ,195.1,200,194.2,198.85,199.95,194.1,500627,99043904.65,04-NOV-2021,4263,INE345A01011,
HINDPETRO,EQ,319,322.95,315,321.9,322.45,314.2,987287,316087407.9,04-NOV-2021,15410,INE094A01015,
HINDUNILVR,EQ,2429,2430,2420,2422.85,2424,2411.35,245719,595569502.5,04-NOV-2021,34483,INE030A01027,
HINDZINC,EQ,318,319.5,317.1,318.55,318.4,315.75,141805,45160960.75,04-NOV-2021,4806,INE267A01025,
HIRECT,EQ,195.8,195.8,178.95,191.35,190,189.2,8637,1652231.85,04-NOV-2021,340,INE835D01023,
HISARMETAL,EQ,128,128,124.9,125.65,125.25,125.65,2333,293142.25,04-NOV-2021,55,INE598C01011,
HITECH,EQ,609.1,614,595.05,611.35,614,601.05,8862,5404329.4,04-NOV-2021,597,INE106T01017,
HITECHCORP,EQ,225,225,213.05,216.75,217,209.8,2447,533467.05,04-NOV-2021,101,INE120D01012,
HITECHGEAR,EQ,242.6,252.45,242.6,250.25,247.55,240.1,6099,1516058.7,04-NOV-2021,221,INE127B01011,
HLEGLAS,EQ,6698.9,6700,6606,6684.3,6680,6667.7,1697,11326606.5,04-NOV-2021,597,INE461D01010,
HLVLTD,BE,10.9,10.9,10.55,10.85,10.9,10.55,134105,1449217,04-NOV-2021,305,INE102A01024,
HMT,BZ,28.2,29.4,28,28.35,28.3,28.2,2330,65899.55,04-NOV-2021,20,INE262A01018,
HMVL,EQ,76.95,76.95,75.55,76.45,76.75,75.95,15647,1192754,04-NOV-2021,435,INE871K01015,
HNDFDS,EQ,1866,1940,1866,1916.85,1910.85,1898.95,1508,2891292.8,04-NOV-2021,370,INE254N01018,
HNGSNGBEES,EQ,329.96,329.96,320,323.15,321.43,323.82,1650,533323.63,04-NOV-2021,129,INF204KB19I1,
HOMEFIRST,EQ,733,749.4,725.25,732.65,731,730.25,35105,25950643.9,04-NOV-2021,2753,INE481N01025,
HONAUT,EQ,43249,43398.95,42915.5,43291.3,43250,43014.95,379,16391133.05,04-NOV-2021,278,INE671A01010,
HONDAPOWER,EQ,1326,1344.9,1309,1320.85,1320,1325.35,1487,1967236,04-NOV-2021,262,INE634A01018,
HOTELRUGBY,BE,3.9,3.95,3.9,3.95,3.95,3.8,254,1003.05,04-NOV-2021,7,INE275F01019,
HOVS,EQ,52.25,55.3,52.25,55.15,55.3,54.7,1640,90101.65,04-NOV-2021,71,INE596H01014,
HPL,EQ,67.5,68.1,67.15,67.9,67.85,67.4,31920,2162629.45,04-NOV-2021,570,INE495S01016,
HSCL,EQ,51.45,52.05,51.35,51.75,51.95,51.05,1148657,59429412.6,04-NOV-2021,6207,INE019C01026,
HSIL,EQ,232.9,237,232.3,235.6,237,231.1,37584,8832630.55,04-NOV-2021,1108,INE415A01038,
HTMEDIA,EQ,26.5,27.4,26.5,27.15,27.35,26.7,187837,5087922.65,04-NOV-2021,909,INE501G01024,
HUBTOWN,EQ,34.5,36.15,34.5,36.15,36.15,34.45,33799,1218478.15,04-NOV-2021,94,INE703H01016,
HUDCO,EQ,42.95,43.45,42.9,43.35,43.4,42.7,304854,13184231.15,04-NOV-2021,1891,INE031A01017,
HUDCO,N3,1064,1064,1064,1064,1064,1065,500,532000,04-NOV-2021,1,INE031A07832,
HUDCO,N8,1265,1265,1265,1265,1265,1255,1,1265,04-NOV-2021,1,INE031A07AO5,
HUDCO,ND,1249.6,1249.6,1237,1240.47,1239.5,1242.99,548,678293.21,04-NOV-2021,14,INE031A07949,
HUDCO,NE,1497,1497,1489.9,1489.9,1489.9,1463.15,2,2986.9,04-NOV-2021,2,INE031A07AB2,
HUHTAMAKI,EQ,243.55,245.05,240.5,244.55,245,240.7,15970,3893585.85,04-NOV-2021,762,INE275B01026,
IBMFNIFTY,EQ,184.6,193.95,178.1,183.2,180,181.86,1391,256800.21,04-NOV-2021,99,INF666M01FS5,
IBREALEST,EQ,179.6,184.7,179.6,181.25,181.95,176.6,10353712,1880049112,04-NOV-2021,61848,INE069I01010,
IBULHSGFIN,EQ,226.25,226.85,225.6,226.1,226.3,225.05,1335591,302077855.05,04-NOV-2021,12159,INE148I01020,
IBULHSGFIN,NA,937,937,937,937,937,930.15,5,4685,04-NOV-2021,1,INE148I07GL3,
IBULHSGFIN,NE,890,900.1,890,900,900,900,800,719955,04-NOV-2021,33,INE148I08256,
ICDSLTD,BE,55.85,55.85,51.15,54.55,54.65,53.75,1529,84603.15,04-NOV-2021,35,INE613B01010,
